[eval] step 0: accuracy=0.3594
{'loss': '0.08737', 'grad_norm': '3.2', 'learning_rate': '3e-06', 'num_tokens': '1.585e+04', 'completions/mean_length': '171.5', 'completions/min_length': '51', 'completions/max_length': '480', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '171.5', 'completions/min_terminated_length': '51', 'completions/max_terminated_length': '480', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.2471', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '69.14', 'epoch': '0.01562'}
{'loss': '0.05538', 'grad_norm': '1.614', 'learning_rate': '2.592e-06', 'num_tokens': '1.462e+06', 'completions/mean_length': '285', 'completions/min_length': '146', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '273.9', 'completions/min_terminated_length': '146', 'completions/max_terminated_length': '462', 'rewards/exact_answer_reward/mean': '0.4844', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.4844', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.375', 'entropy': '0.1179', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '94.53', 'epoch': '1.078'}
{'loss': '0.06287', 'grad_norm': '2.345', 'learning_rate': '2.586e-06', 'num_tokens': '1.484e+06', 'completions/mean_length': '257.5', 'completions/min_length': '113', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '249.2', 'completions/min_terminated_length': '113', 'completions/max_terminated_length': '493', 'rewards/exact_answer_reward/mean': '0.5938', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.5938', 'reward_std': '0.495', 'frac_reward_zero_std': '0.125', 'entropy': '0.1139', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '85.97', 'epoch': '1.094'}
{'loss': '0.01902', 'grad_norm': '1.593', 'learning_rate': '2.58e-06', 'num_tokens': '1.506e+06', 'completions/mean_length': '265.7', 'completions/min_length': '147', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '261.8', 'completions/min_terminated_length': '147', 'completions/max_terminated_length': '396', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.5', 'entropy': '0.1289', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.01', 'epoch': '1.109'}
{'loss': '-0.01778', 'grad_norm': '1.854', 'learning_rate': '2.574e-06', 'num_tokens': '1.53e+06', 'completions/mean_length': '299.2', 'completions/min_length': '152', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '295.8', 'completions/min_terminated_length': '152', 'completions/max_terminated_length': '478', 'rewards/exact_answer_reward/mean': '0.5625', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.5625', 'reward_std': '0.5', 'frac_reward_zero_std': '0.375', 'entropy': '0.1267', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '92.07', 'epoch': '1.125'}
{'loss': '0.01799', 'grad_norm': '1.618', 'learning_rate': '2.568e-06', 'num_tokens': '1.554e+06', 'completions/mean_length': '302', 'completions/min_length': '120', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '284.2', 'completions/min_terminated_length': '120', 'completions/max_terminated_length': '486', 'rewards/exact_answer_reward/mean': '0.7344', 'rewards/exact_answer_reward/std': '0.4452', 'reward': '0.7344', 'reward_std': '0.4452', 'frac_reward_zero_std': '0.5', 'entropy': '0.12', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.32', 'epoch': '1.141'}
{'loss': '0.004763', 'grad_norm': '1.226', 'learning_rate': '2.562e-06', 'num_tokens': '1.579e+06', 'completions/mean_length': '296.3', 'completions/min_length': '127', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '285.7', 'completions/min_terminated_length': '127', 'completions/max_terminated_length': '501', 'rewards/exact_answer_reward/mean': '0.375', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.375', 'reward_std': '0.488', 'frac_reward_zero_std': '0.625', 'entropy': '0.1114', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.34', 'epoch': '1.156'}
[eval] step 75: accuracy=0.5312
{'loss': '-0.006799', 'grad_norm': '1.46', 'learning_rate': '2.556e-06', 'num_tokens': '1.601e+06', 'completions/mean_length': '279.1', 'completions/min_length': '137', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '271.6', 'completions/min_terminated_length': '137', 'completions/max_terminated_length': '484', 'rewards/exact_answer_reward/mean': '0.5469', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.5469', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.625', 'entropy': '0.1059', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.26', 'epoch': '1.172'}
{'loss': '0.04739', 'grad_norm': '2.053', 'learning_rate': '2.55e-06', 'num_tokens': '1.624e+06', 'completions/mean_length': '278.2', 'completions/min_length': '160', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '262.6', 'completions/min_terminated_length': '160', 'completions/max_terminated_length': '487', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.375', 'entropy': '0.08476', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.36', 'epoch': '1.188'}
{'loss': '0.03751', 'grad_norm': '1.726', 'learning_rate': '2.544e-06', 'num_tokens': '1.649e+06', 'completions/mean_length': '316', 'completions/min_length': '159', 'completions/max_length': '512', 'completions/clipped_ratio': '0.09375', 'completions/mean_terminated_length': '295.7', 'completions/min_terminated_length': '159', 'completions/max_terminated_length': '496', 'rewards/exact_answer_reward/mean': '0.3906', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.3906', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.375', 'entropy': '0.1061', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.85', 'epoch': '1.203'}
{'loss': '0.05597', 'grad_norm': '1.453', 'learning_rate': '2.538e-06', 'num_tokens': '1.676e+06', 'completions/mean_length': '345.2', 'completions/min_length': '212', 'completions/max_length': '512', 'completions/clipped_ratio': '0.1562', 'completions/mean_terminated_length': '314.3', 'completions/min_terminated_length': '212', 'completions/max_terminated_length': '486', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.5', 'entropy': '0.09955', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '85.85', 'epoch': '1.219'}
{'loss': '0.087', 'grad_norm': '1.919', 'learning_rate': '2.532e-06', 'num_tokens': '1.7e+06', 'completions/mean_length': '300.3', 'completions/min_length': '168', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '282.3', 'completions/min_terminated_length': '168', 'completions/max_terminated_length': '506', 'rewards/exact_answer_reward/mean': '0.5938', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.5938', 'reward_std': '0.495', 'frac_reward_zero_std': '0.375', 'entropy': '0.1121', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.99', 'epoch': '1.234'}
{'loss': '-0.003594', 'grad_norm': '1.197', 'learning_rate': '2.526e-06', 'num_tokens': '1.725e+06', 'completions/mean_length': '299', 'completions/min_length': '112', 'completions/max_length': '512', 'completions/clipped_ratio': '0.09375', 'completions/mean_terminated_length': '276.9', 'completions/min_terminated_length': '112', 'completions/max_terminated_length': '448', 'rewards/exact_answer_reward/mean': '0.4844', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.4844', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.625', 'entropy': '0.0982', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.64', 'epoch': '1.25'}
{'loss': '0.04152', 'grad_norm': '1.984', 'learning_rate': '2.52e-06', 'num_tokens': '1.749e+06', 'completions/mean_length': '291.5', 'completions/min_length': '150', 'completions/max_length': '512', 'completions/clipped_ratio': '0.1406', 'completions/mean_terminated_length': '255.4', 'completions/min_terminated_length': '150', 'completions/max_terminated_length': '502', 'rewards/exact_answer_reward/mean': '0.5469', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.5469', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.25', 'entropy': '0.1129', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.73', 'epoch': '1.266'}
{'loss': '-0.02515', 'grad_norm': '1.721', 'learning_rate': '2.514e-06', 'num_tokens': '1.77e+06', 'completions/mean_length': '250.5', 'completions/min_length': '140', 'completions/max_length': '454', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '250.5', 'completions/min_terminated_length': '140', 'completions/max_terminated_length': '454', 'rewards/exact_answer_reward/mean': '0.875', 'rewards/exact_answer_reward/std': '0.3333', 'reward': '0.875', 'reward_std': '0.3333', 'frac_reward_zero_std': '0.5', 'entropy': '0.07198', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '64.71', 'epoch': '1.281'}
{'loss': '0.03007', 'grad_norm': '1.914', 'learning_rate': '2.508e-06', 'num_tokens': '1.792e+06', 'completions/mean_length': '270.2', 'completions/min_length': '155', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '258.3', 'completions/min_terminated_length': '155', 'completions/max_terminated_length': '477', 'rewards/exact_answer_reward/mean': '0.6562', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.6562', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.5', 'entropy': '0.1024', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.2', 'epoch': '1.297'}
{'loss': '0.05592', 'grad_norm': '1.837', 'learning_rate': '2.502e-06', 'num_tokens': '1.818e+06', 'completions/mean_length': '320.8', 'completions/min_length': '175', 'completions/max_length': '512', 'completions/clipped_ratio': '0.125', 'completions/mean_terminated_length': '293.5', 'completions/min_terminated_length': '175', 'completions/max_terminated_length': '503', 'rewards/exact_answer_reward/mean': '0.4844', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.4844', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.125', 'entropy': '0.1023', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.22', 'epoch': '1.312'}
{'loss': '-0.009596', 'grad_norm': '1.395', 'learning_rate': '2.496e-06', 'num_tokens': '1.839e+06', 'completions/mean_length': '257.6', 'completions/min_length': '123', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '249.4', 'completions/min_terminated_length': '123', 'completions/max_terminated_length': '488', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.75', 'entropy': '0.09152', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.74', 'epoch': '1.328'}
{'loss': '0.03312', 'grad_norm': '1.842', 'learning_rate': '2.49e-06', 'num_tokens': '1.864e+06', 'completions/mean_length': '307.5', 'completions/min_length': '148', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '300.9', 'completions/min_terminated_length': '148', 'completions/max_terminated_length': '448', 'rewards/exact_answer_reward/mean': '0.3906', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.3906', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.25', 'entropy': '0.108', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.81', 'epoch': '1.344'}
{'loss': '0.05478', 'grad_norm': '2.364', 'learning_rate': '2.484e-06', 'num_tokens': '1.884e+06', 'completions/mean_length': '243.6', 'completions/min_length': '139', 'completions/max_length': '500', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '243.6', 'completions/min_terminated_length': '139', 'completions/max_terminated_length': '500', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.125', 'entropy': '0.08973', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '83.45', 'epoch': '1.359'}
{'loss': '0.008939', 'grad_norm': '1.957', 'learning_rate': '2.478e-06', 'num_tokens': '1.907e+06', 'completions/mean_length': '270', 'completions/min_length': '134', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '253.9', 'completions/min_terminated_length': '134', 'completions/max_terminated_length': '484', 'rewards/exact_answer_reward/mean': '0.3281', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.3281', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.5', 'entropy': '0.1217', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.26', 'epoch': '1.375'}
{'loss': '0.04176', 'grad_norm': '1.894', 'learning_rate': '2.472e-06', 'num_tokens': '1.927e+06', 'completions/mean_length': '249.4', 'completions/min_length': '130', 'completions/max_length': '506', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '249.4', 'completions/min_terminated_length': '130', 'completions/max_terminated_length': '506', 'rewards/exact_answer_reward/mean': '0.4062', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.4062', 'reward_std': '0.495', 'frac_reward_zero_std': '0.25', 'entropy': '0.0897', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '84.61', 'epoch': '1.391'}
{'loss': '0.00341', 'grad_norm': '2.226', 'learning_rate': '2.466e-06', 'num_tokens': '1.948e+06', 'completions/mean_length': '250.4', 'completions/min_length': '140', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '246.3', 'completions/min_terminated_length': '140', 'completions/max_terminated_length': '471', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.375', 'entropy': '0.07706', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.25', 'epoch': '1.406'}
{'loss': '0.05343', 'grad_norm': '2.319', 'learning_rate': '2.46e-06', 'num_tokens': '1.969e+06', 'completions/mean_length': '256.9', 'completions/min_length': '174', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '252.8', 'completions/min_terminated_length': '174', 'completions/max_terminated_length': '462', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.375', 'entropy': '0.1014', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.17', 'epoch': '1.422'}
{'loss': '0.04059', 'grad_norm': '1.827', 'learning_rate': '2.454e-06', 'num_tokens': '1.996e+06', 'completions/mean_length': '320.5', 'completions/min_length': '171', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '314.4', 'completions/min_terminated_length': '171', 'completions/max_terminated_length': '492', 'rewards/exact_answer_reward/mean': '0.5625', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.5625', 'reward_std': '0.5', 'frac_reward_zero_std': '0', 'entropy': '0.08405', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '96.63', 'epoch': '1.438'}
{'loss': '0.02223', 'grad_norm': '1.943', 'learning_rate': '2.448e-06', 'num_tokens': '2.018e+06', 'completions/mean_length': '266.4', 'completions/min_length': '178', 'completions/max_length': '495', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '266.4', 'completions/min_terminated_length': '178', 'completions/max_terminated_length': '495', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.25', 'entropy': '0.08313', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '85.25', 'epoch': '1.453'}
{'loss': '0.006796', 'grad_norm': '1.458', 'learning_rate': '2.442e-06', 'num_tokens': '2.042e+06', 'completions/mean_length': '291.6', 'completions/min_length': '136', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '272.9', 'completions/min_terminated_length': '136', 'completions/max_terminated_length': '498', 'rewards/exact_answer_reward/mean': '0.4844', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.4844', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.5', 'entropy': '0.1177', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.21', 'epoch': '1.469'}
{'loss': '0.005455', 'grad_norm': '1.201', 'learning_rate': '2.436e-06', 'num_tokens': '2.065e+06', 'completions/mean_length': '261.1', 'completions/min_length': '143', 'completions/max_length': '471', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '261.1', 'completions/min_terminated_length': '143', 'completions/max_terminated_length': '471', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.75', 'entropy': '0.08565', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '73.18', 'epoch': '1.484'}
{'loss': '0.01027', 'grad_norm': '1.63', 'learning_rate': '2.43e-06', 'num_tokens': '2.09e+06', 'completions/mean_length': '314.6', 'completions/min_length': '163', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '304.9', 'completions/min_terminated_length': '163', 'completions/max_terminated_length': '505', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.375', 'entropy': '0.08226', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.55', 'epoch': '1.5'}
{'loss': '0.03011', 'grad_norm': '1.75', 'learning_rate': '2.424e-06', 'num_tokens': '2.111e+06', 'completions/mean_length': '248.3', 'completions/min_length': '152', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '244.1', 'completions/min_terminated_length': '152', 'completions/max_terminated_length': '438', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.375', 'entropy': '0.08636', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '86.6', 'epoch': '1.516'}
{'loss': '0.04601', 'grad_norm': '2.446', 'learning_rate': '2.418e-06', 'num_tokens': '2.13e+06', 'completions/mean_length': '239.8', 'completions/min_length': '132', 'completions/max_length': '512', 'completions/clipped_ratio': '0.0625', 'completions/mean_terminated_length': '221.7', 'completions/min_terminated_length': '132', 'completions/max_terminated_length': '424', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.25', 'entropy': '0.07903', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '85.09', 'epoch': '1.531'}
{'loss': '0.01688', 'grad_norm': '1.211', 'learning_rate': '2.412e-06', 'num_tokens': '2.151e+06', 'completions/mean_length': '237.8', 'completions/min_length': '118', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '229', 'completions/min_terminated_length': '118', 'completions/max_terminated_length': '464', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.625', 'entropy': '0.1058', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.37', 'epoch': '1.547'}
[eval] step 100: accuracy=0.4844
{'loss': '0.01448', 'grad_norm': '2.664', 'learning_rate': '2.406e-06', 'num_tokens': '2.171e+06', 'completions/mean_length': '235.8', 'completions/min_length': '109', 'completions/max_length': '361', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '235.8', 'completions/min_terminated_length': '109', 'completions/max_terminated_length': '361', 'rewards/exact_answer_reward/mean': '0.75', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.75', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.25', 'entropy': '0.07261', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '51.69', 'epoch': '1.562'}
{'loss': '0.02398', 'grad_norm': '1.971', 'learning_rate': '2.4e-06', 'num_tokens': '2.195e+06', 'completions/mean_length': '289', 'completions/min_length': '114', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '278', 'completions/min_terminated_length': '114', 'completions/max_terminated_length': '509', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.375', 'entropy': '0.07715', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '93.02', 'epoch': '1.578'}
{'loss': '0.04257', 'grad_norm': '2.048', 'learning_rate': '2.394e-06', 'num_tokens': '2.22e+06', 'completions/mean_length': '306.7', 'completions/min_length': '123', 'completions/max_length': '512', 'completions/clipped_ratio': '0.09375', 'completions/mean_terminated_length': '285.5', 'completions/min_terminated_length': '123', 'completions/max_terminated_length': '491', 'rewards/exact_answer_reward/mean': '0.5469', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.5469', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.125', 'entropy': '0.07986', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.31', 'epoch': '1.594'}
{'loss': '0.02733', 'grad_norm': '1.433', 'learning_rate': '2.388e-06', 'num_tokens': '2.247e+06', 'completions/mean_length': '323.5', 'completions/min_length': '159', 'completions/max_length': '512', 'completions/clipped_ratio': '0.1406', 'completions/mean_terminated_length': '292.7', 'completions/min_terminated_length': '159', 'completions/max_terminated_length': '512', 'rewards/exact_answer_reward/mean': '0.3125', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.3125', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.5', 'entropy': '0.1261', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.94', 'epoch': '1.609'}
{'loss': '0.01291', 'grad_norm': '1.794', 'learning_rate': '2.382e-06', 'num_tokens': '2.272e+06', 'completions/mean_length': '307.7', 'completions/min_length': '93', 'completions/max_length': '512', 'completions/clipped_ratio': '0.125', 'completions/mean_terminated_length': '278.5', 'completions/min_terminated_length': '93', 'completions/max_terminated_length': '492', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.375', 'entropy': '0.09784', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.31', 'epoch': '1.625'}
