[eval] step 0: accuracy=0.3594
{'loss': '0.08737', 'grad_norm': '3.201', 'learning_rate': '1e-06', 'num_tokens': '1.585e+04', 'completions/mean_length': '171.5', 'completions/min_length': '51', 'completions/max_length': '480', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '171.5', 'completions/min_terminated_length': '51', 'completions/max_terminated_length': '480', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.2471', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '68.8', 'epoch': '0.01562'}
{'loss': '0.004805', 'grad_norm': '2.077', 'learning_rate': '7.36e-07', 'num_tokens': '2.349e+06', 'completions/mean_length': '204.7', 'completions/min_length': '113', 'completions/max_length': '364', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '204.7', 'completions/min_terminated_length': '113', 'completions/max_terminated_length': '364', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.25', 'entropy': '0.1476', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '53.92', 'epoch': '2.078'}
{'loss': '0.02289', 'grad_norm': '2.263', 'learning_rate': '7.34e-07', 'num_tokens': '2.367e+06', 'completions/mean_length': '199', 'completions/min_length': '58', 'completions/max_length': '377', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '199', 'completions/min_terminated_length': '58', 'completions/max_terminated_length': '377', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.375', 'entropy': '0.1402', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '59.56', 'epoch': '2.094'}
{'loss': '0.01243', 'grad_norm': '2.174', 'learning_rate': '7.32e-07', 'num_tokens': '2.385e+06', 'completions/mean_length': '205.7', 'completions/min_length': '112', 'completions/max_length': '333', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '205.7', 'completions/min_terminated_length': '112', 'completions/max_terminated_length': '333', 'rewards/exact_answer_reward/mean': '0.5', 'rewards/exact_answer_reward/std': '0.504', 'reward': '0.5', 'reward_std': '0.504', 'frac_reward_zero_std': '0.125', 'entropy': '0.1352', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '50.2', 'epoch': '2.109'}
{'loss': '0.02109', 'grad_norm': '1.934', 'learning_rate': '7.3e-07', 'num_tokens': '2.404e+06', 'completions/mean_length': '219.6', 'completions/min_length': '87', 'completions/max_length': '403', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '219.6', 'completions/min_terminated_length': '87', 'completions/max_terminated_length': '403', 'rewards/exact_answer_reward/mean': '0.625', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.625', 'reward_std': '0.488', 'frac_reward_zero_std': '0.375', 'entropy': '0.1665', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '60.92', 'epoch': '2.125'}
{'loss': '-0.02197', 'grad_norm': '1.458', 'learning_rate': '7.28e-07', 'num_tokens': '2.422e+06', 'completions/mean_length': '203.8', 'completions/min_length': '100', 'completions/max_length': '437', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '203.8', 'completions/min_terminated_length': '100', 'completions/max_terminated_length': '437', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.625', 'entropy': '0.1424', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '66.81', 'epoch': '2.141'}
{'loss': '0.04732', 'grad_norm': '2.45', 'learning_rate': '7.26e-07', 'num_tokens': '2.439e+06', 'completions/mean_length': '186.3', 'completions/min_length': '71', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '181.2', 'completions/min_terminated_length': '71', 'completions/max_terminated_length': '291', 'rewards/exact_answer_reward/mean': '0.5', 'rewards/exact_answer_reward/std': '0.504', 'reward': '0.5', 'reward_std': '0.504', 'frac_reward_zero_std': '0.125', 'entropy': '0.1949', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.56', 'epoch': '2.156'}
{'loss': '-0.0114', 'grad_norm': '1.934', 'learning_rate': '7.24e-07', 'num_tokens': '2.456e+06', 'completions/mean_length': '188.3', 'completions/min_length': '96', 'completions/max_length': '321', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '188.3', 'completions/min_terminated_length': '96', 'completions/max_terminated_length': '321', 'rewards/exact_answer_reward/mean': '0.5156', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.5156', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.375', 'entropy': '0.1549', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '43.88', 'epoch': '2.172'}
{'loss': '0.007856', 'grad_norm': '2.127', 'learning_rate': '7.22e-07', 'num_tokens': '2.473e+06', 'completions/mean_length': '182.1', 'completions/min_length': '68', 'completions/max_length': '449', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '182.1', 'completions/min_terminated_length': '68', 'completions/max_terminated_length': '449', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.1472', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '64.76', 'epoch': '2.188'}
{'loss': '0.07175', 'grad_norm': '2.055', 'learning_rate': '7.2e-07', 'num_tokens': '2.493e+06', 'completions/mean_length': '237.2', 'completions/min_length': '115', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '223.7', 'completions/min_terminated_length': '115', 'completions/max_terminated_length': '476', 'rewards/exact_answer_reward/mean': '0.4531', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.4531', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.5', 'entropy': '0.1534', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.44', 'epoch': '2.203'}
{'loss': '0.01177', 'grad_norm': '2.05', 'learning_rate': '7.18e-07', 'num_tokens': '2.515e+06', 'completions/mean_length': '242.1', 'completions/min_length': '96', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '228.9', 'completions/min_terminated_length': '96', 'completions/max_terminated_length': '484', 'rewards/exact_answer_reward/mean': '0.5312', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.5312', 'reward_std': '0.503', 'frac_reward_zero_std': '0.125', 'entropy': '0.1522', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '92.91', 'epoch': '2.219'}
{'loss': '0.08412', 'grad_norm': '2.147', 'learning_rate': '7.16e-07', 'num_tokens': '2.531e+06', 'completions/mean_length': '181.3', 'completions/min_length': '64', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '176.1', 'completions/min_terminated_length': '64', 'completions/max_terminated_length': '441', 'rewards/exact_answer_reward/mean': '0.5', 'rewards/exact_answer_reward/std': '0.504', 'reward': '0.5', 'reward_std': '0.504', 'frac_reward_zero_std': '0.25', 'entropy': '0.1702', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.99', 'epoch': '2.234'}
{'loss': '0.02292', 'grad_norm': '2.21', 'learning_rate': '7.14e-07', 'num_tokens': '2.549e+06', 'completions/mean_length': '200.8', 'completions/min_length': '77', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '185.5', 'completions/min_terminated_length': '77', 'completions/max_terminated_length': '445', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.125', 'entropy': '0.1449', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.64', 'epoch': '2.25'}
{'loss': '-0.01259', 'grad_norm': '1.918', 'learning_rate': '7.12e-07', 'num_tokens': '2.571e+06', 'completions/mean_length': '258.8', 'completions/min_length': '145', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '254.8', 'completions/min_terminated_length': '145', 'completions/max_terminated_length': '465', 'rewards/exact_answer_reward/mean': '0.4219', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.4219', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.25', 'entropy': '0.1484', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '93.2', 'epoch': '2.266'}
{'loss': '0.03575', 'grad_norm': '2.066', 'learning_rate': '7.1e-07', 'num_tokens': '2.589e+06', 'completions/mean_length': '186.7', 'completions/min_length': '76', 'completions/max_length': '417', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '186.7', 'completions/min_terminated_length': '76', 'completions/max_terminated_length': '417', 'rewards/exact_answer_reward/mean': '0.6094', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.6094', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.25', 'entropy': '0.1225', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '65.61', 'epoch': '2.281'}
{'loss': '0.01545', 'grad_norm': '2.181', 'learning_rate': '7.08e-07', 'num_tokens': '2.608e+06', 'completions/mean_length': '211', 'completions/min_length': '137', 'completions/max_length': '381', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '211', 'completions/min_terminated_length': '137', 'completions/max_terminated_length': '381', 'rewards/exact_answer_reward/mean': '0.5938', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.5938', 'reward_std': '0.495', 'frac_reward_zero_std': '0.125', 'entropy': '0.1372', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '61.76', 'epoch': '2.297'}
{'loss': '0.0912', 'grad_norm': '2.243', 'learning_rate': '7.06e-07', 'num_tokens': '2.625e+06', 'completions/mean_length': '195.2', 'completions/min_length': '63', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '185', 'completions/min_terminated_length': '63', 'completions/max_terminated_length': '367', 'rewards/exact_answer_reward/mean': '0.6562', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.6562', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.25', 'entropy': '0.1306', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.42', 'epoch': '2.312'}
{'loss': '0.04033', 'grad_norm': '2.092', 'learning_rate': '7.04e-07', 'num_tokens': '2.645e+06', 'completions/mean_length': '214.4', 'completions/min_length': '70', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '209.7', 'completions/min_terminated_length': '70', 'completions/max_terminated_length': '397', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.25', 'entropy': '0.1512', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '98.3', 'epoch': '2.328'}
[eval] step 150: accuracy=0.4844
{'loss': '0.005841', 'grad_norm': '2.165', 'learning_rate': '7.02e-07', 'num_tokens': '2.662e+06', 'completions/mean_length': '195.6', 'completions/min_length': '76', 'completions/max_length': '444', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '195.6', 'completions/min_terminated_length': '76', 'completions/max_terminated_length': '444', 'rewards/exact_answer_reward/mean': '0.5469', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.5469', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.25', 'entropy': '0.1496', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '69.65', 'epoch': '2.344'}
{'loss': '0.0386', 'grad_norm': '2.28', 'learning_rate': '7e-07', 'num_tokens': '2.679e+06', 'completions/mean_length': '198.7', 'completions/min_length': '54', 'completions/max_length': '361', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '198.7', 'completions/min_terminated_length': '54', 'completions/max_terminated_length': '361', 'rewards/exact_answer_reward/mean': '0.7188', 'rewards/exact_answer_reward/std': '0.4532', 'reward': '0.7188', 'reward_std': '0.4532', 'frac_reward_zero_std': '0.25', 'entropy': '0.1574', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '52.11', 'epoch': '2.359'}
{'loss': '0.003284', 'grad_norm': '1.583', 'learning_rate': '6.98e-07', 'num_tokens': '2.696e+06', 'completions/mean_length': '201.7', 'completions/min_length': '60', 'completions/max_length': '442', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '201.7', 'completions/min_terminated_length': '60', 'completions/max_terminated_length': '442', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.5', 'entropy': '0.1305', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '66.19', 'epoch': '2.375'}
{'loss': '0.005788', 'grad_norm': '1.909', 'learning_rate': '6.96e-07', 'num_tokens': '2.713e+06', 'completions/mean_length': '180.1', 'completions/min_length': '83', 'completions/max_length': '400', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '180.1', 'completions/min_terminated_length': '83', 'completions/max_terminated_length': '400', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.375', 'entropy': '0.131', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '62.67', 'epoch': '2.391'}
{'loss': '0.02132', 'grad_norm': '1.576', 'learning_rate': '6.94e-07', 'num_tokens': '2.733e+06', 'completions/mean_length': '236.6', 'completions/min_length': '117', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '227.7', 'completions/min_terminated_length': '117', 'completions/max_terminated_length': '503', 'rewards/exact_answer_reward/mean': '0.25', 'rewards/exact_answer_reward/std': '0.4364', 'reward': '0.25', 'reward_std': '0.4364', 'frac_reward_zero_std': '0.375', 'entropy': '0.1817', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.28', 'epoch': '2.406'}
{'loss': '0.02885', 'grad_norm': '2.251', 'learning_rate': '6.92e-07', 'num_tokens': '2.753e+06', 'completions/mean_length': '223.1', 'completions/min_length': '130', 'completions/max_length': '453', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '223.1', 'completions/min_terminated_length': '130', 'completions/max_terminated_length': '453', 'rewards/exact_answer_reward/mean': '0.4375', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.4375', 'reward_std': '0.5', 'frac_reward_zero_std': '0.125', 'entropy': '0.156', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '66.07', 'epoch': '2.422'}
{'loss': '-0.004025', 'grad_norm': '1.335', 'learning_rate': '6.9e-07', 'num_tokens': '2.773e+06', 'completions/mean_length': '236.3', 'completions/min_length': '114', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '222.7', 'completions/min_terminated_length': '114', 'completions/max_terminated_length': '477', 'rewards/exact_answer_reward/mean': '0.4219', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.4219', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.5', 'entropy': '0.1691', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '94.13', 'epoch': '2.438'}
{'loss': '-0.02362', 'grad_norm': '1.938', 'learning_rate': '6.88e-07', 'num_tokens': '2.79e+06', 'completions/mean_length': '197', 'completions/min_length': '84', 'completions/max_length': '422', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '197', 'completions/min_terminated_length': '84', 'completions/max_terminated_length': '422', 'rewards/exact_answer_reward/mean': '0.5781', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.5781', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.5', 'entropy': '0.1646', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '65.37', 'epoch': '2.453'}
{'loss': '0.04644', 'grad_norm': '1.609', 'learning_rate': '6.86e-07', 'num_tokens': '2.808e+06', 'completions/mean_length': '194.1', 'completions/min_length': '74', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '189', 'completions/min_terminated_length': '74', 'completions/max_terminated_length': '432', 'rewards/exact_answer_reward/mean': '0.6094', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.6094', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.5', 'entropy': '0.1377', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.75', 'epoch': '2.469'}
{'loss': '0.02303', 'grad_norm': '1.763', 'learning_rate': '6.84e-07', 'num_tokens': '2.825e+06', 'completions/mean_length': '200.2', 'completions/min_length': '111', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '195.3', 'completions/min_terminated_length': '111', 'completions/max_terminated_length': '421', 'rewards/exact_answer_reward/mean': '0.8125', 'rewards/exact_answer_reward/std': '0.3934', 'reward': '0.8125', 'reward_std': '0.3934', 'frac_reward_zero_std': '0.5', 'entropy': '0.09444', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.13', 'epoch': '2.484'}
{'loss': '-0.0001762', 'grad_norm': '1.943', 'learning_rate': '6.82e-07', 'num_tokens': '2.842e+06', 'completions/mean_length': '195.2', 'completions/min_length': '93', 'completions/max_length': '383', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '195.2', 'completions/min_terminated_length': '93', 'completions/max_terminated_length': '383', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.5', 'entropy': '0.1237', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '60.45', 'epoch': '2.5'}
{'loss': '0.01822', 'grad_norm': '2.135', 'learning_rate': '6.8e-07', 'num_tokens': '2.858e+06', 'completions/mean_length': '177.9', 'completions/min_length': '117', 'completions/max_length': '387', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '177.9', 'completions/min_terminated_length': '117', 'completions/max_terminated_length': '387', 'rewards/exact_answer_reward/mean': '0.6719', 'rewards/exact_answer_reward/std': '0.4732', 'reward': '0.6719', 'reward_std': '0.4732', 'frac_reward_zero_std': '0.25', 'entropy': '0.1437', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '57.6', 'epoch': '2.516'}
{'loss': '-0.002109', 'grad_norm': '1.38', 'learning_rate': '6.78e-07', 'num_tokens': '2.874e+06', 'completions/mean_length': '161.9', 'completions/min_length': '66', 'completions/max_length': '268', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '161.9', 'completions/min_terminated_length': '66', 'completions/max_terminated_length': '268', 'rewards/exact_answer_reward/mean': '0.9062', 'rewards/exact_answer_reward/std': '0.2938', 'reward': '0.9062', 'reward_std': '0.2938', 'frac_reward_zero_std': '0.75', 'entropy': '0.09683', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '36.42', 'epoch': '2.531'}
{'loss': '-0.0007447', 'grad_norm': '1.392', 'learning_rate': '6.76e-07', 'num_tokens': '2.894e+06', 'completions/mean_length': '234.9', 'completions/min_length': '106', 'completions/max_length': '512', 'completions/clipped_ratio': '0.07812', 'completions/mean_terminated_length': '211.4', 'completions/min_terminated_length': '106', 'completions/max_terminated_length': '473', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.5', 'entropy': '0.1712', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.03', 'epoch': '2.547'}
{'loss': '-0.02184', 'grad_norm': '2.324', 'learning_rate': '6.74e-07', 'num_tokens': '2.911e+06', 'completions/mean_length': '193.8', 'completions/min_length': '99', 'completions/max_length': '432', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '193.8', 'completions/min_terminated_length': '99', 'completions/max_terminated_length': '432', 'rewards/exact_answer_reward/mean': '0.7031', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.7031', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.125', 'entropy': '0.1154', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '65.8', 'epoch': '2.562'}
{'loss': '0.009434', 'grad_norm': '2.313', 'learning_rate': '6.72e-07', 'num_tokens': '2.928e+06', 'completions/mean_length': '191.7', 'completions/min_length': '119', 'completions/max_length': '331', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '191.7', 'completions/min_terminated_length': '119', 'completions/max_terminated_length': '331', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0', 'entropy': '0.1479', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '44.29', 'epoch': '2.578'}
{'loss': '0.01044', 'grad_norm': '1.379', 'learning_rate': '6.7e-07', 'num_tokens': '2.946e+06', 'completions/mean_length': '193', 'completions/min_length': '77', 'completions/max_length': '456', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '193', 'completions/min_terminated_length': '77', 'completions/max_terminated_length': '456', 'rewards/exact_answer_reward/mean': '0.6875', 'rewards/exact_answer_reward/std': '0.4672', 'reward': '0.6875', 'reward_std': '0.4672', 'frac_reward_zero_std': '0.625', 'entropy': '0.1132', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '74.36', 'epoch': '2.594'}
{'loss': '-0.006247', 'grad_norm': '2.177', 'learning_rate': '6.68e-07', 'num_tokens': '2.964e+06', 'completions/mean_length': '201.7', 'completions/min_length': '79', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '196.7', 'completions/min_terminated_length': '79', 'completions/max_terminated_length': '434', 'rewards/exact_answer_reward/mean': '0.5938', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.5938', 'reward_std': '0.495', 'frac_reward_zero_std': '0.25', 'entropy': '0.1503', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.77', 'epoch': '2.609'}
{'loss': '0.0603', 'grad_norm': '2.32', 'learning_rate': '6.66e-07', 'num_tokens': '2.981e+06', 'completions/mean_length': '185.2', 'completions/min_length': '78', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '180.1', 'completions/min_terminated_length': '78', 'completions/max_terminated_length': '421', 'rewards/exact_answer_reward/mean': '0.4844', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.4844', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.25', 'entropy': '0.1708', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.22', 'epoch': '2.625'}
