timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz]
2026/07/09 03:01:20.778, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 61, 54.74 W, 1755 MHz
2026/07/09 03:02:20.779, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 61, 54.72 W, 1590 MHz
2026/07/09 03:03:20.779, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 61, 54.71 W, 1605 MHz
2026/07/09 03:04:20.780, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 39.59 W, 2490 MHz
2026/07/09 03:05:20.781, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 44.04 W, 2490 MHz
2026/07/09 03:06:20.782, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7921 MiB, 8188 MiB, 60, 37.44 W, 1785 MHz
2026/07/09 03:07:20.784, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7921 MiB, 8188 MiB, 57, 34.75 W, 2490 MHz
2026/07/09 03:08:20.784, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.64 W, 2490 MHz
2026/07/09 03:09:20.785, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 60, 54.94 W, 1725 MHz
2026/07/09 03:10:20.785, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 60, 56.65 W, 1650 MHz
2026/07/09 03:11:20.786, NVIDIA GeForce RTX 4070 Laptop GPU, 46 %, 7921 MiB, 8188 MiB, 61, 54.06 W, 2490 MHz
